Approach,Document_ID,Participants,Interventions,Outcomes,Gold_Participants,Gold_Interventions,Gold_Outcomes
crf_predictions,16505427,Not Found,"epoetin alfa | epoetin alfa 40,000 U subcutaneously ( SC )",mean end-of-study Hb levels | Toxicities | overall survival | global quality of life ( QOL ) | global QOL improvement,anemic patients with cancer . | patients with cancer-associated anemia . | Three hundred sixty-five patients,erythropoietin | epoetin alfa | epoetin alfa | epoetin alfa | epoetin alfa | epoetin alfa | epoetin alfa | epoetin alfa .,requiring transfusions | hemoglobin ( Hb ) increment | drug dose | Hb | Hb | Toxicities | thromboembolism | overall survival | global quality of life ( QOL ) | global QOL | QOL | transfusion needs | QOL . | Hb increment
crf_predictions,1669598,Not Found,Local immunotherapy by inhalation of a powder extract | local immunotherapy ( LI ) by inhalation of a powder extract of house dust mite ( HDM ) | placebo | methacholine and ultrasonically nebulized distilled water,peak expiratory flow ( PEF ) -derived parameters | systemic side effects,10 patients with asthma due to HDM,immunotherapy | immunotherapy | local immunotherapy | powder extract of house dust mite ( HDM ) | parenteral immunotherapy ( PI ) | placebo | lactose | disodium cromoglycate ( DSCG ),efficacy | tolerability | symptoms score | peak expiratory flow ( PEF ) -derived parameters | bronchial response | bronchial responsiveness | immunologic humoral and cellular parameters in peripheral blood | local important adverse reactions | systemic side effects | systemic side effects .
crf_predictions,17293018,77,Not Found,Not Found,patients with C. difficile-associated diarrhea ( CDAD ) | 77 patients with CDAD | patients with CDAD . | individuals with CDAD,whey protein concentrate | whey protein concentrate | immunized against Clostridium difficile ( C. | anti-C. difficile whey protein concentrate ( anti-CD WPC ) | anti-CD WPC | regular whey protein concentrate . | anti-CD WPC | anti-CD WPC | anti-CD WPC,safe | safe
crf_predictions,17321989,acute myeloid leukemia and myelodysplastic syndromes | acute myeloid leukemia ( AML ) or myelodysplastic syndromes,itraconazole capsules | fluconazole capsules | fluconazole | itraconazole | chemotherapy,Adverse events | frequency of infection,patients with acute myeloid leukemia and myelodysplastic syndromes : | Japanese | patients with acute myeloid leukemia ( AML ) or myelodysplastic syndromes ( MDS ) during and after chemotherapy . | patients with AML or MDS who received chemotherapy,itraconazole | fluconazole | fluconazole | itraconazole | itraconazole | fluconazole,Adverse events | probable or possible infections | frequency of infection
crf_predictions,17616069,Not Found,trivalent ferrum preparation | 500 mg of sacharose ferric oxide | intravenous trivalent saccharose ferric oxide treatment,effectivity and safeness | serum values of soluble transferrin receptors and ferritin,postpartum | Prague | Prague | 50 women | clinical and lab signs of postpartal anemia,trivalent ferrum preparation ] | trivalent ferrum preparation . | sacharose ferric oxide ( Venofer ) | Venofer | trivalent saccharose ferric oxide,effectivity | safeness | values of red blood count | serum values of soluble transferrin receptors and ferritin | iron cell saturation | body iron reserves | adverse events | effective | serious adverse event
e2e_biobert_predictions,10070173,seasonal allergic rhinitis | seasonal allergic rhinitis ( SAR ) | Two hundred and eighty-four | SAR,budesonide Turbuhaler | budesonide aqua | budesonide | Turbuhaler | aqua,Mean daily nasal symptom scores | eye symptoms | nasal | epistaxis and headache | unpleasant taste | nasal irritation | quality of life | safe,seasonal allergic rhinitis . | Two hundred and eighty-four out-patients | SAR | symptomatic during the ragweed season | 243 | SAR .,budesonide Turbuhaler | budesonide aqua | budesonide Turbuhaler | budesonide aqua | budesonide . | Turbuhaler | Turbuhaler | aqua spray | budesonide aqua | budesonide Turbuhaler | budesonide powder | Turbuhaler | aqua,patients ' preferences | quality of life . | Mean daily nasal symptom scores | eye symptoms . | nasal and non-nasal adverse events | epistaxis | headache . | nasal irritation | quality of life | safe | efficacious
e2e_biobert_predictions,10390665,children | 90 paediatric | aged 4-10 years,granisetron | perphenazine | granisetron 40 | perphenazine 70,Anti-emetic efficacy | post-operative | complete response | no emesis | clinically serious adverse events,children . | tonsillectomy with or without adenoidectomy | children | 90 paediatric patients | ASA I | aged 4-10 years | children undergoing general anaesthesia for tonsillectomy,granisetron | perphenazine | granisetron | perphenazine | granisetron | perphenazine | granisetron | perphenazine | granisetron | perphenazine,"Anti-emetic efficacy | prevention | efficacy | complete response , defined as no emesis with no need for another rescue antiemetic | corresponding incidence | adverse events | long-term prevention | post-operative vomiting"
e2e_biobert_predictions,10475150,healthy volunteers | primary hypothyroidism | 8 healthy volunteers | 6 women,somatostatin ( octreotide ) | saline | octreotide ( Sandostatin | octreotide,melatonin secretion | urinary excretion of melatonin | GH secretion | nocturnal melatonin secretion | total nocturnal secretion of TSH,healthy volunteers and in patients with primary hypothyroidism . | 8 healthy volunteers | 6 women | untreated primary hypothyroidism | healthy volunteers | patients with hypothyroidism | normal subjects and in patients with primary hypothyroidism,somatostatin ( octreotide ) | Somatostatin | somatostatin | saline | octreotide ( Sandostatin ; | octreotide | saline . | octreotide | octreotide | saline ; | octreotide | saline . | octreotide | octreotide | saline ; | octreotide | somatostatin . | somatostatin | octreotide | somatostatin,melatonin secretion | melatonin secretion . | melatonin secretion | nocturnal melatonin secretion | melatonin secretion | urinary excretion of melatonin | GH secretion | nocturnal melatonin secretion | Urinary excretion of melatonin | total nocturnal secretion of TSH | nocturnal secretion and urinary excretion of melatonin
e2e_biobert_predictions,10578479,premenopausal women | 36 premenopausal women | 20,soy intake | soy | soy products | normal diet | soy beverage containing,"sex hormone metabolism | serum estrone , estradiol , sex hormone-binding globulin , dehydroepiandrosterone sulfate , prolactin , or progesterone concentrations | menstrual cycle length | urinary estrogen metabolite ratio of 2-hydroxyestrone to 16 alpha-hydroxyestrone | Levels of urinary estrogen metabolites | menstrual cycle | serum sex hormones | urinary estrogen metabolite ratio",premenopausal women . | 36 premenopausal women | 20 | used OC | premenopausal OC | non-OC users .,soy | soy | soy | soy | soy beverage | soy | soy,"sex hormone metabolism | sex hormone metabolism | serum estrone , estradiol , sex hormone-binding globulin , dehydroepiandrosterone sulfate , prolactin , or progesterone concentrations | menstrual cycle length or the urinary estrogen metabolite ratio of 2-hydroxyestrone to 16 alpha-hydroxyestrone | urinary estrogen metabolites | menstrual cycle , serum sex hormones , or urinary estrogen metabolite ratio"
e2e_biobert_predictions,10589810,40 | 20,root instrumentation | conventional steel | root instrumentation using plastic curettes | conventional steel curettes | active peridontal therapy | supportive periodontal care visit ( SPT ) | plastic curettes,bleeding on probing ( BOP ) and | probing pocket depth ( PPD ) | BOP percentage | BOP and | PPD,40 subjects | 20 | 20,plastic curettes | conventional steel curettes | conventional steel curettes | plastic curettes | non-root substance removing curettes,Clinical effects | clinical effects | bleeding on probing ( BOP ) and probing pocket depth ( PPD ) | BOP percentage | BOP and PPD | BOP percentage | BOP | BOP
e2e_biobert_predictions,10763172,61 | Rhinitis,xylometazoline and | dexpanthenol | Xylometazoline with Dexpanthenol ( Nasic ) | Xylometazoline alone | nasal-spray | verum | placebo | Xylometazoline-Dexpanthenol nasal-spray | Xylometazoline nasal spray | Xylometazoline-Dexpanthenol | Xylometazoline,wound healing | efficacy | nasal-breathing-resistance | tolerability,after nose surgery | 61 inpatients with the diagnosis Rhinitis following nasal operation | patients following nasal operations | rhinitis following nasal operation,xylometazoline | dexpanthenol ] | Xylometazoline | Dexpanthenol ( Nasic ) | Xylometazoline | verum | placebo | Xylometazoline-Dexpanthenol | Xylometazoline | Xylometazoline-Dexpanthenol | Xylometazoline,wound healing | efficacy | tolerability | nasal-breathing-resistance according to scores | efficacy | tolerability | compliance | improvement | efficacy | tolerability
e2e_biobert_predictions,10764172,hysterectomy | Forty,Intrathecal | morphine | intrathecal 0.5 mg morphine | intrathecal 0.1 mg morphine | inhalation anesthesia alone,NK | blood NK cell activity | postoperative pain score | side effects | NK cell activity | NK cell activities | plasma adrenaline nor noradrenaline concentrations | plasma cortisol levels | pain score,underwent hysterectomy | Forty patients were divided into four groups of ten .,morphine | morphine | morphine | morphine | morphine | morphine,NK cell activity | natural killer ( NK ) cell activity | postoperative pain score and side effects | NK cell activity | NK cell activities | plasma adrenaline | noradrenaline concentrations | plasma cortisol levels | pain score
e2e_biobert_predictions,10912743,hypertensive patients | hypertensive | hypertensives | 142 | 76 men | 66 women | 71,aspirin | vitamin E,clinic | blood pressure ( BP ) | clinic SBP and DBP | Ambulatory SBP and DBP | BP,treated hypertensive patients . | hypertensive patients receiving drug treatment | people with one or more cardiovascular risk factors . | hypertension | 142 hypertensive | 76 men | 66 women | mean age 59 +/- 5.9 years | treated with different antihypertensive drugs,aspirin | aspirin | aspirin | aspirin | vitamin E | aspirin | aspirin | aspirin | aspirin | aspirin,clinic and ambulatory blood pressure | blood pressure ( BP ) control | clinic and ambulatory systolic ( SBP ) and diastolic ( DBP ) BP | clinic BP | 24-h ambulatory BP monitoring | clinic SBP and DBP | Ambulatory SBP and DBP | BP
e2e_biobert_predictions,10934569,children | pervasive developmental disorder | Young children | 7 | autism | 8,intensive early intervention | intensive treatment | parent training,"intelligence , visual-spatial skills , language , and academics | adaptive functioning or behavior problems",children | pervasive developmental disorder | Young children | pervasive developmental disorder | 7 | autism | 8 | pervasive developmental disorder not otherwise specified -- NOS | 7 with autism | 6 with pervasive developmental disorder NOS | Children | pervasive developmental disorder,intensive early intervention | intensive treatment | parent training . | intensive treatment | parent training | parent training . | intensive treatment | parent training,intelligence | visual-spatial skills | language | academics | adaptive functioning | behavior problems .
